query,label
 Clube da luta,0
  Incitação estranhamente no dia em que defendia a prisão de um menor estuprador e assassino enquanto o PT defendia o estuprador _,0
g1mundo:União Europeia ameaça com sanções países que não recebem refugiados https://t.co/8JyEe5u16z,0
  O que você precisa é não precisar de ninguém.,0
Mais Cristãos sendo atacados na África pelo estado Islâmico. https://t.co/RARzxP2txv,0
"   peso-pesado do gangue da comunicação social. Apesar da censura cobarde e de ridicularizarem quem se opõe, já _",1
ALÔ FEMINISTAS: ATÉ UM SISTEMA SOLAR RESOLVEU APARECER E O SEU PAI NADA https://t.co/ysRnqpzvOX,1
Jonas marca após truque de magia do Sálvio. Os nossos rivais é que têm razão. O Benfica manda mesmo nisto tudo #ACulpaÉDoBenfica,0
"'vc tá feia, gorda, ninguém vai gostar de vc assim' https://t.co/AepW67xnKF",1
'Há homens que têm patroa. Há homens que têm mulher. E há mulheres que escolhem o que querem ser.' #MulherDeVerdade,0
Mais mel na chupeta que isso impossível. Explicação cristalina feito água: 'A bacharel em História e educadora... https://t.co/k5x79T26w7,0
"Lingerie? Com peitões e não tendo pinto, tá blz https://t.co/om8VN6TeIt",0
" pensava: sou horrorosa, gorda, tosca, feia, chata. ngm vai me querer. n mereço ngm alem dessa pessoa.",0
  FHC e Reinaldo com o mesmo discurso https://t.co/XNAE2FdNHz,0
Quando as feministas criaram a hashtag #primeiroassédio o número de denúncias de violência contra a mulher... https://t.co/ts6aDVCGJz,0
"  Para nos acusar de racistas são águias, para informar que fomos absolvidos são mudos. Entrevistas só ao vivo ou gravada po _",0
melhor coisa que eu fiz foi assinar a editora humanas https://t.co/s5UkekqKFI,0
Se ansiedade matasse por que eu morri?,0
A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL _ https://t.co/OSjmz1eCkb,1
O que o Barcelona acaba de fazer vai ficar para sempre na história do futebol. Que remontada incrível!,0
" podes crer, um gajo até fica deprimido...",0
"A todos, desejo um Santo Natal e um Ano 2017 cheio de Esperança: https://t.co/79kMCQDFWX via ",0
Bom dia sapatão,1
 problema com o site? Não estou conseguindo acessar =/,0
  Gostaram do novo logo? https://t.co/UYOuJwd1q6,0
"Filme de País Iraniano que apedreja gays e degola cristãos,ganha Oscar de filme estrangeiro e diretor crítica _ https://t.co/sV1q8Ks7F6",1
"Não tem problema nenhum o cara usar saia, mas por favor, não fale q é coisa d homem hétero, brasileiro,não indígena. Quem usa saia é viado!",1
Bem que a igreja catolica podia promover uma nova cruzada né??,0
"O #BlocoEsquerda, ponta-de-lança na cultura de morte, quer agora legalizar a Eutanásia. Por mim defendo a Vida e sua dignidade. ",0
"Não usa roupa cor-de-rosa, nem roxo.",0
  Quem é a favor da criação do Dia Nacional do Orgulho Heterossexual - popularmente falando Dia do Hétero - diga EU.,1
vamos impedir que o #Frouxo ganhe galera prefiro crente batendo na minha porta de manhã do que bandido pulando o muro à noite,0
"Eu tomo minhas decisões amplamente embasado em dados coletadas e todos sabem. Alguns jornais de NOTÍCIAS FALSAS, pr _ https://t.co/Xug8AiwJOd",0
sempre válido saudar as sapatão,1
Aquela campainha q se ouve nos directos da Assembleia d República serve para nos recordar que aquilo não passa de um dispendioso infantário.,1
"Filho de peixe... Aprendeu cedo a se locupletar como o pai, o ladrão  https://t.co/OjproWAaLE",1
"   Tem uns democratas que invadiram a manifestação. A polícia deixa, desde que não haja violência entre os grupos.",0
" se não s atender os imigrantes portugueses na Vzla  pronto, vão  ser refugiados em algum país também. Muito casos são trágico",0
  União Europeia quer multar países que não abrigarem refugiados. Entendem agora porque tudo isso vai ruir?#Europaxit,1
"    interpretou bandido, defende bandido https://t.co/7lKE6kctIY",1
A CP está a recrutar revisores e um dos requisitos é saber falar espanhol. Talvez fosse mais importante contratar pessoas que saibam crioulo,1
 olha isso  hahahhah atriz de hollywood dos 80's,0
   sorria tu ta sendo printado babaca!,0
" Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.",1
qnd q eu decidi q me vestir só de preto e ter um gato branco era uma boa ideia,0
  Trump devia revogar essa decisão do Obama de não mais aceitar refugiados de Cuba. (Disso a imprensa esquerdista não reclamou... _,1
"E o sacrifício de tantas famílias, empresas, desempregados, forçados à emigração, etc.? Cortar nos privilégios dos _ https://t.co/uygbgcnL7n",0
"  Senhor, o que sente ao ver o Benfica vencer o Dortmund, depois de ter perdido duas vezes contra eles? https://t.co/2MJ1Lf _",0
  Vamos fazer um bingo com os neurônios da galera que acha que desmilitarizar a PM é acabar com a polícia. https://t.co/wHyNKb _,0
  Uma oportunidade imperdível pra quem está na região.    https://t. _,0
"Ontem, no intervalo para almoço de mais uma excelente reunião do Conselho Nacional. Ambiente de alegria e ânimo. _ https://t.co/7Au5aNJJ7o",0
 que chatice em jornaleco???? Viva a mulher!!!https://t.co/u7NcFx8ZcA,0
   E porque será que esses ricos países vizinhos não recebem os refugiados? https://t.co/RRiNsfgIwO,0
"72% dos refugiados que vieram aos EUA (3/2 à 11/2) durante o IMPED. LEGAL são de 7 países: SÍRIA, IRAQUE, SOMÁLIA, _ https://t.co/4PsneMNlo0",0
Sua vida está protegida por milhões de Brasileiros que oram por ele todos os dias.Deus está nesta causa. https://t.co/5643HNZKx3,0
 foi meu cachorro que digitou isso,0
O Facebook usou o hijab para homenagear as mulheres no #DiaDaMulher O hijab é o maior símbolo de opressão islâmica _ https://t.co/SkHBYLsMLh,0
  Nada contra !mas não acho correto . https://t.co/LWUWS6ihxK,0
"ATENÇÃO, JÁ IDENTIFIQUEI O ESTAGIÁRIO QUE ESTÁ FAZENDO PIADAS DE MAL GOSTO. ELE SERÁ PUNIDO. DESCULPEM O TRANSTORNO _ https://t.co/0yjkMXow4q",0
   linda demais...casa cmg? <3,0
"Novo livro de Nick Adams, o Guerreiro do Green Card, é leitura obrigatória. A meritocracia é o caminho, Canadá e Au _ https://t.co/W9O0pHwjKP",0
"  Mulher que apanha de homem e ainda assim continua com ele é burra!! Att: Não perguntei nada, é burra e acabou",1
"  Concluindo: No fundo, a Disney só quer mais audiência, competição tá dura. Na minha família isso já não se assiste http _",0
O ECA fechou os olhos para seu próprio estatuto que afirma que sexualidade só poder ser ensinada às crianças após _ https://t.co/sc7Tfqt6Kb,0
"ahahaha ..as musas de direita destroem qualquer petista, como a gleisi hoffman https://t.co/1eHxXa6cNB",0
 bebés não mas crianças não se resumem em bebés né. Já vi crianças de 5/6/7 anos serem intolerantes,0
"Parabéns a todas as mulheres, menos para as abortistas e aborteiras, porque essas não são gente!",1
"Malta de LISBOA, esta é para vocês: Já restam muito poucos bilhetes para o show de 2ª feira (dia 20). Apanhem-nos n _ https://t.co/eEVmAbbpeu",0
"outra 'Jênia' que acha que a violência contra a mulher no Brasil se dá pelo fato do país ser de maioria cristã, e n _ https://t.co/ELJBzzBFVu",0
reclama de racismo........mas e as cota hein miga? só privilégios,1
"Parabéns ao nosso novo Procurador Geral,  https://t.co/wmVgq4MGYf",0
sorte de hoje: vc não é a Joelma,0
Coisas que eu tenho que ler no dia da mulher Excluído pq não tenho paciência pra uma pessoa tão burra https://t.co/rgoplvF1Xz,1
  Derrubar o Estatuto do Desarmamento será A MAIOR VITÓRIA DO POVO BRASILEIRO ao longo de toda a sua história.,0
  Veja: 6 páginas sobre  . Repórter nos acompanhou numa ida para Campina Grande e João Pessoa semana passada. _,0
 meus filhos vão aprender sobre a bela e o monstro não sobre o belo e o monstro enquanto crianças quando for altura aprendem...,0
03 da manhã e nordestino vim apelar com piada de apagão... hahaha aproveita que ta sem luz e vai dormir...,0
Top 3 Filmes de todos os tempos: -De volta para o futuro 2 -O Poderoso Chefão 1 -Curtindo a vida adoidado,0
" faltando assunto?Que feio, requentar notícia kkkkk Perseguir   é IBOPE negativo seus t _ https://t.co/fuKTfrgsY3",0
Ainda bem que o STF soltou o goleiro BRUNO.. agora sabemos a FALTA de moral que tem.... caso do Bolsonaro é mais uma piada do STF #vergonha,0
direitos humanos o famoso esterco da vagabundagem,1
"Contra todos os ataques à #Nação, à #Identidade e à #Família, só o Nacionalismo é solução. Os ventos são de mudança! https://t.co/4p1TApSNaJ",0
Os Resistência vão voltar para fazer um concerto no Bataclan. Eu sei que dizem que um raio não cai 2x no mesmo sítio mas deixem-me sonhar,1
  Aberrações da Agenda Globalista.  https://t.co/O2WpXJUYgP,0
  Pensando no textão contra o machismo para postar no facebook https://t.co/srRgEsO4q0,0
  Hoje teve atentado terrorista perpetrado por refugiado muçulmano. Adivinha quem disse que quer encher o Brasil de refugia _,0
  Vou para a cozinha finalizar o jantar para meu marido e filhos. Feliz dia das Mulheres pra vocês também.,0
Para desconcentrar um homem com um decote é necessário ter peitos https://t.co/xAwMiLHb7P,1
Prova da Ana Cláudia eu entreguei em branco kkkkkkk,0
"Tá passando o jogo mulher, pô https://t.co/60ugbsi6Em",0
Alguem coloca uma FACA DE UM MUÇULMANO NO PEITO DA MERKEL...PQ É ISSO QUE ACONTECE PELA ALEMANHA https://t.co/sj22qkMA3N,1
  OSCAR 2017 e suas derivações: UMA GOTA DE LUCIDEZ NO MEIO DO OCEANO? https://t.co/IUp4hYTagh,0
Espero que o Quartel dos Bombeiros de Cascais tenha espaço suficiente para acolher o julgamento de todos os arguidos da Operação Marquês...,0
 Pronto.. É nui aqui tb! =),0
" nossa, eu tb. acabou o ep e eu ainda tava chorando.",0
Os responsáveis por isso #NaoAOLimiteDeInternet https://t.co/ZXYaExw2RM,0
Minha filha Ivanka tem sido muito mal tratada pela  Ela é uma grande pessoa -- sempre me motivando a faz _ https://t.co/0mW2oexqs8,0
  então achar gorda feia é falta de autoestima? Ataaaa,1
  vai um Porto Ferreira? #tugao https://t.co/AjdGmnGKyc,0
"  Se eu tiver um filho gay, serei duplamente presente pra ele não precisar se expor pra chamar minha atenção",1
"Atraído pelo forte cheiro a enxofre, Passos Coelho deslocou-se esta manhã a Setúbal. Como não encontrou o Diabo, vingou-se no choco frito.",1
  'IU FATER CRY IN THE SHOWER' SIGNIFICA 'SEU PAI CHORA NO BANHO' EM INGLÊS,0
E o  se supera mais uma vez no quesito capa mais CANALHA do ano... https://t.co/nkFmmOt23q,1
"Boa noite, Lindinhas da noite rs.    ",0
"Vocês podem denunciar aqui, gente: http://t.co/AAYwR4nOtv",0
 tipo o quê?,0
" hahahaha, #brincadeirinhaboba rs tb acho",0
D1A: A islamofobia e o medo do Islão https://t.co/fPgkobgEYO,1
Essa coisa sem sentido do envolvimento com a Rússia é só uma tentativa de encobrir os erros da campanha perdedora d _ https://t.co/AEqkCUiXPL,0
eu me arrumei em exatos 3 min pra trabalhar,0
Queria saber pq todo mundo acha que eu sou sapatão,1
  Que grande maçada...  Atleta 'britânico'? https://t.co/blRp335tMq,0
" Ah, convivendo apenas comigo esse fds... Precisava disso... Pensando em mtas coisas e trabalhando no meio disso rs.",0
A esquerda está morrendo de um Câncer terminal https://t.co/qcH8FkSNKh,1
"'Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que não vai arranjar... https://t.co/CEoqvg3lGa",1
" mas vai um questionamento, Tonho. Será que eles não iam se comportar igual os refugiados cubanos na Flórida?",0
   A esquerda pira  https://t.co/LsHvX4RFQZ,0
o que posso usar para lavar tênis branco?,0
as fufas são malucas,1
" é viver com dignidade, é um conceito em extinção plena ! Aqui tem o foco da resistência!",1
Entrevista. Catarina Kinnvall: “É similar a forma como o islão radical e a extrema-direita mobilizam”: https://t.co/Mu7XsVMO5i,0
  Odebrecht pagou até 100 mil dólares mensais às Farc por 20 anos. Rock In Rio confirma Guns N'Roses. Música do dia: 'Welcome _,0
"O CDS a plantar moralismo na vida política portuguesa. Depois das demissões irrevogáveis, as demissões fora de prazo. Aprende Centeno.",0
  vcs podem ter grupos de amigos bons mas nenhum como esse de sapatao https://t.co/qZF6Yyc00B,1
  Isto é cá um grande buraco!.. Como é que o #Sócrates anda cá fora?      https://t.co/SV9 _,0
" Braga está nos nossos planos como prioritário. Se conseguirmos fechar a data, avisamos",0
"Acima de tudo, uma vitória esmagadora da classe https://t.co/s9lvC87ILS",0
Esse bom tempo está assim agora pra me receber de volta vocês não percebem ... É para eu não sentir o choque de Angola pra Portugal pá..,0
"Não têm mais que fazer? Que falta de seriedade nas notícias! Já agora, ridículos puritanos: os 2 pesos e medidas... _ https://t.co/k2jt4mv048",0
"Islão este é o Milo!Ele é gay, católico e acima de tudo acredita na liberdade de expressão! Already triggered??? https://t.co/3QMMd8kouh",1
" não se vira sapatão, apenas se descobre aksjakajhs",0
 como sempre o privilégio branco é visto,0
  O PT recebeu 40 milhões da Itaipava O Lula pode alegar que foi pra consumo próprio,1
Cada dia mais patético esse Reinaldo... https://t.co/dXbsUKx9tg,0
 é isso não conseguem pensar no sentido lato para além do que se vê a frente dos olhos,0
O discurso de ódio vale contra quem é de Direita/Evangélico pra lacrar https://t.co/YFoSmKhZpJ,1
" ela ta te zoando. ela não liga. acho bom denunciar, mas ninguém sabe direito quem ela é.",0
sou um ser homossexual que só quer se dar com heteros porque as fufas ficam a lamber os dedos cheio de batata na minha frente.,1
'ESPOE' PRA QUEM NUNCA INTRODUZIU A LÍNGUA EM UMA XEXÉQUINHA #JoaquinResponde https://t.co/gPhsxqM9gu,0
"Pela primeira vez, o #PNR presente em #Coimbra nas Autárquicas. Coimbra terá assim mais encanto!  _ https://t.co/P3rJoqBCgm",0
"Que rumo estamos tomando quando um juiz pode interromper um veto de Seg. Interna e qlqr um, até mesmo mal intencion _ https://t.co/xAuNPZOSot",1
"eu sou gorda, meu cabelo não é bom, minha cara é bem feia",1
" por falar em abafar, sabes se o Jesus janta hoje com o Palhinha?",0
  Antes o homossexualismo era proibido.Depois passou a ser tolerado.Hoje é normal.Eu vou embora antes que vire obrigatór ...,1
O  quer o fim da PM usando a mesma para a sua segurança. Nessas horas a 'fascista' vira heroína!,0
"O cara muda de turma de manhã, e à tarde já vira relator da Lava Jato. Tem treta não, imagina... https://t.co/3XnjgagaJ9",0
"  Em Dilma, sobra cinismo e falta vergonha. A afilhada tem tanto apreço pela verdade quanto o padrinho Lula.https://t.co/alvEGy _",0
" o Oscar é racista. se tu diz que não, é ignorar o racismo apontado pelos negros. 'só porque não tem' não tem, that is the point.",0
A minha avó morreu há mais de 10 anos e consegue ser mais mexida e emocionante que esta final da Taça da Liga #TacaCTT,0
"Não somos fufas, nada a ver, somos fofas https://t.co/vZEWgzbDgU",0
 se fosse vc tinha comido a criança (o romano tbm),1
  DÓI OS OUVIDOS PT É UMA FARSA => O manifesto concebido para livrar Lula da cadeia tortura a verdade e trucida a língu _,0
 tema mais lógicas!! Quero ver vc refutar isso! https://t.co/tzpH6Lzs2d,0
Obrigado Eli Lake do Bloombarg View - 'NSA e FBI...não deveriam interferir em nossa política...e é' Uma situação mu _ https://t.co/R2YMaXu1N2,0
eis aqui a pessoa mais FEIA do facebook PQP http://t.co/UJARxVeNkE,1
E eu que só vi agora o fato que o CeeLo Green levou ontem aos Grammys?! Que bonita homenagem que ele fez https://t.co/uR85Cy99sb,0
GENTE QUE ACREDITA EM DUENDES KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK VOCÊS SÃO MTO TROUXAS DUENDES MENTEM MUITO,1
"não ouço falar nada de liechtenstein  outro país que não aceitou 'refugiados', manteve a id cultural e nacional, frio e é monarquia. foda.",0
"  30- Ana Carolina, 42 Anos. rainha das sapatão, uma voz é uma voz, uma coisa linda dessas https://t.co/CqaiHAxnEs",0
" prefiro acreditar q ela pensa q o Uber q escolhe, contratando. Antes desinformada do que uma burra fazendo psolzice",1
"Vou repetir a pergunta pq tem uns nego q são burro pra caralho. Qual vc comia (com o pau, o seu) primeiro?! https://t.co/cp160Cf9OP",1
Dia desses apareceu uma propaganda aqui na minha TL sobre trans serem versões piratas de mulher e eu fiquei apenas 'wtf' gente burra,0
 enquanto isso a pauta dos governantes é receber ou não imigrantes refugiados. ... poucos têm de fato interesse na solução :(,0
"vou começar a andar de burca ai essas coisas não acontecem, ou sim já que homem é um ser desgraçado",0
  MEU DEUS A PAOLA CURITU MEU TWEET FALANDO QUE EU SOU SAPATAO E IBDICO CO PASAA MAL,1
"Smartphone Asus Zenfone 3 Branco 4G Tela 5.2', Android™_ 6.0, Câm 16Mp, 32Gb por R$ 1.376,19 https://t.co/ibKhH0VZt2",0
   Ainda tem uma espécie viva: Oscar Niemeyerssauro,0
Obrigado por todos os elogios na Conferência de Imprensa ontem. Rush Limbaugh disse que foi uma das melhores. E a m _ https://t.co/ciHsjyqcVf,0
"  'Mulheres são minoria nos cursos de engenharia!', denuncia a feminazi que quer escolher sua profissão por você.",1
" não tem os cromossomos XX não é mulher, não é preconceito, é biologia",1
"QUERO MAIS RESPEITOS, a todas as mulheres feia,gorda,vadia,piranha,e todas as outras que vocês se acha no direito de ROTULAR. #DiaDaMulher",0
Protesto contra o boicote ao #PNR. Todos somos poucos. https://t.co/2d5qSxR5Lshttps://t.co/ll7fDeoSDa,0
HOMEM QUE USA SAIA E MAQUIAGEM:  APROPRIAÇÃO CULTURAL FEMININA MULHER QUE DEIXA O SUVACO PELUDO: APROPRIAÇÃO CULTU _ https://t.co/wosNyx4JLo,1
Nossa G1 que preconceito Ta dizendo que as mulheres são incapazes de fazer um curso mais complexo? Pq não existe ne _ https://t.co/lTGmoNr7zS,0
" assisti mano, só compartilhei agora pq não tô recebendo todas notificações  Mil desculpas",0
 '...Vim parar nessa cidade p força das circunstâncias.. Aprendi a m virar sozinha.. E NÃO MUDO MINHA POSTURA SÓ P T AGRADAR'!,0
  Se Angola não for considerado melhor destino europeu em 2018 eu desisto da vida,0
"Que nojo! Tenha vergonha de tanta sabujice, sr. Presidente #Marcelo. Um pulha traidor e ladrão para baptizar o novo _ https://t.co/z7etmGrwoL",1
O Lula me bloqueou no twitter Alguém deve ter lido pra ele minhas piadas...,0
 isto é deturpar os factos. Não saber o q são equações trigonométricas n fará com q a criança seja intolerante com quem sabe..,0
a vantagem de namorar uma mendiga é que na hora de levar embora pra casa vc pode deixá-la em qualquer lugar,1
  as fufas d lx são tão falsas q dói kkk,1
"Confesso a minha cotovelite. Não que não fosse capaz de escrever um livro mas por saber que, se o fizesse, não teria amigos para o comprarem",0
meu chinelo arrebentou amanhã tenho que sair pra comprar prego,0
Esse feminismo que quer igualdade entre homens e mulheres? https://t.co/UQpeGIjPT0,1
Tribunal Constitucional alerta para dificuldade em fiscalizar contas dos partidos nas Autárquicas. Os partidos agradecem.,0
   A família tradicional está assistindo a praça é nossa seus bostas https://t.co/BW3M3cuela,1
 oq vc mais gosta na cama edredom ou cobertor?,0
 eu tive um galo que quando ficava azul trazia bom tempo.,0
  'ai to pensando em VIRAR sapatão pq homem n presta' https://t.co/YOEsA2PcGA,0
Alguém sabe se o Habibs já abriu falência com o boicote por causa do menino que morreu de tanto usar droga?,0
 como faço pra te passar conteudo?,0
"Gente, é o Trump que é 'difícil'! Não é a imprensa que o persegue desde o início com mentiras inclusive... https://t.co/cHfouA36Le",0
então eu tento fazer minha parte pra não ser um homem branco babaca que não olha só pro meu umbigo,1
  Via  Odebrecht diz que usava Itaipava como ‘_laranja’_ para disfarçar doações -  https://t.co/AzQMzVotQ9 https:/ _,0
a lógica coxinha é: eu amo o cunha mas agora q ele foi afastado é ladrao mas impediram o impeachment!!! volta cunha!!!,0
"  'ESSE STF PRA DESBLOQUEAR O WATHSAPP SERVE, MAS PRA PRENDER O LULA NÃO!' ",1
"Se os EUA não ganhar esta ação, como obviamente deveria, nunca teremos a segurança e conforto que merecemos. Politi _ https://t.co/AJ8LGvjjsZ",0
   bom dia macaco branco haha,0
"Feia ou bonita , gorda ou magra seja como for mulher nasceu para ser respeitada . Feliz dia da Mulher para todas nós",0
  ELA EH SAPATAO EH LARISSA JOGA IDEIA VAI Q ELA SE ENCANTA,0
valeu pela propaganda  https://t.co/8W74MGHyju,0
Quem é contra redução da maior idade penal? -PSOL e PT O cidadão poderia ter uma arma pra se defender. quem foi c _ https://t.co/1T8cNuWCDb,0
#Agenda Março 18 e 19.  Simpósio sobre Ideologia de Gênero.,0
  Os democratas também boicotaram a posse de Abraham Lincoln. Ele tinha uma ideia maluca de acabar com a escravidão...,1
sabe quando voce eh feia e a sua cara eh gorda? eh o meu casokkk-chorando-,1
  Segundo esquerdopatas de plantão a pior recessão da história com PIB negativo nos últimos 2 anos é culpa de 8 meses do g _,1
  Boa tarde. Sei que a tutela é das #InfraestruturasPortugal mas a CML não tem um grande peso institucional? Deve pressionar.,0
"Quem é mais demente, essas mães ou o jornal que pública uma MERDA dessas? https://t.co/Ed0fd0eCUy",1
Vamos desenhar pra ver se   e  entendem... #MuslimBan https://t.co/sBISfJIOKf,0
quando as feministas vem falar comigo eu jogo ração....,1
"o meu verniz branco é mesmo feio, parece corretor",0
"   eu tb fui expulsa, pelo meu padrasto e ele não me deu nenhum motivo.. eu simplesmente tive q sair de casa",0
"Depois de vender produtos ilegais o dia todo no centro do Rio, camelôzada se reúne pra queimar um no meio da rua: _ https://t.co/gtu7cntgBA",1
A grande imprensa e a população esquerdista mostram o quão democráticos são ao sequer deixar Trump COMEÇAR a trabalhar!,0
  Vai ter programação em Fortaleza. https://t.co/BeVgua6J7u,0
"Ser presidente é sinal de ser excepcional, vide Temer, Collor, Lula, Sarney, Castelo Branco, Jango, Getúlio, todos _ https://t.co/ZfYzWfP2AQ",0
nada melhor do que apreciar o impeachment aqui no meu ap na zona sul só nao sei pq minha empregada tá chorando coitada nem conhece política,1
"negras, queimem seus sutiãs, vocês estão se apropriando da cultura branca norte-americana!!!",1
" PARABÉNS IRMÃO, SAÚDE E #PAZ. AMÉM.",0
O sonho de 'liberdade de expressão' e 'exercício de democracia' deles deve ser a China ou Cuba. Um conservador na presidência?? Jamais!,0
Acções do #PNR #Oeiras e #Cascais https://t.co/dIjJz60vAO#RenovarPortugal #Portugal https://t.co/MuhqghYZTR,0
